date,fx,upDown,IR2,Up/Down (2),IR5,Up/Down (5),IR10,Up/Down (10)
29/06/2010,1.5067,0,-0.2095,1,-0.0448,1,0.0399,1
30/06/2010,1.4945,1,-0.0554,0,0.0937,0,0.2239,0
01/07/2010,1.5177,1,-0.07,1,0.0523,1,0.169,1
02/07/2010,1.5195,0,-0.046,1,0.0583,1,0.177,1
06/07/2010,1.515,1,-0.0621,0,0.0865,1,0.2158,1
07/07/2010,1.5189,0,-0.059,1,0.0696,0,0.1787,0
08/07/2010,1.5168,0,-0.044,1,0.0487,0,0.1424,0
09/07/2010,1.5064,0,-0.084,0,-0.0143,0,0.08,0
12/07/2010,1.5032,1,-0.106,0,-0.0212,0,0.0732,0
13/07/2010,1.5178,1,-0.0931,1,-0.0318,0,0.0552,0
14/07/2010,1.5268,1,-0.0079,1,0.0855,1,0.1554,1
15/07/2010,1.5462,0,-0.0228,0,0.1171,1,0.1813,1
16/07/2010,1.5301,0,-0.0356,0,0.1711,1,0.2105,1
19/07/2010,1.5229,1,-0.0105,1,0.1624,0,0.1993,0
20/07/2010,1.5263,0,0.0166,1,0.1966,1,0.2059,1
21/07/2010,1.5164,1,0.041,1,0.2388,1,0.2678,1
22/07/2010,1.5259,1,0.036,0,0.209,0,0.2257,0
23/07/2010,1.5425,1,0.0808,1,0.2379,1,0.2427,1
26/07/2010,1.549,1,0.1149,1,0.2686,1,0.2616,1
27/07/2010,1.5594,1,0.1138,0,0.2637,0,0.2675,1
28/07/2010,1.5599,1,0.1018,0,0.3215,1,0.301,1
29/07/2010,1.5613,1,0.0643,0,0.2856,0,0.2346,0
30/07/2010,1.5689,1,0.0309,0,0.2576,0,0.2198,0
02/08/2010,1.5887,1,0.0441,1,0.2515,0,0.1881,0
03/08/2010,1.5953,0,0.0489,1,0.2875,1,0.1665,0
04/08/2010,1.5883,1,0.0344,0,0.248,0,0.1422,0
05/08/2010,1.5897,1,0.0621,1,0.2422,0,0.1349,0
06/08/2010,1.5942,0,0.0704,1,0.2794,1,0.2074,1
09/08/2010,1.5892,0,0.0557,0,0.274,0,0.2131,1
10/08/2010,1.5853,0,0.0528,0,0.3309,1,0.2957,1
11/08/2010,1.5659,0,0.0189,0,0.2225,0,0.2616,0
12/08/2010,1.5579,1,-0.0169,0,0.1317,0,0.1695,0
13/08/2010,1.5592,1,0.0055,1,0.1844,1,0.2504,1
16/08/2010,1.5664,0,0.0088,1,0.185,1,0.2784,1
17/08/2010,1.5586,1,0.0069,0,0.1575,0,0.2309,0
18/08/2010,1.5594,1,-0.0099,0,0.1252,0,0.1949,0
19/08/2010,1.5602,0,-0.0196,0,0.1324,1,0.232,1
20/08/2010,1.5534,0,-0.0461,0,0.0343,0,0.1644,0
23/08/2010,1.5512,0,-0.0388,1,0.0748,1,0.1729,1
24/08/2010,1.5396,1,-0.0643,0,0.0854,1,0.191,1
25/08/2010,1.5458,1,-0.0855,0,0.0121,0,0.109,0
26/08/2010,1.5528,1,-0.0655,1,0.0597,1,0.2115,1
27/08/2010,1.5529,0,-0.0841,0,-0.0278,0,0.0563,0
31/08/2010,1.5348,1,-0.2234,1,-0.1141,1,-0.0363,1
01/09/2010,1.5455,0,-0.2081,1,-0.1002,1,-0.042,0
02/09/2010,1.5401,1,-0.1784,1,-0.0934,1,-0.0611,0
03/09/2010,1.5452,0,-0.193,0,-0.1369,0,-0.089,0
07/09/2010,1.5358,1,-0.2234,0,-0.1398,0,-0.0804,1
08/09/2010,1.5471,0,-0.2483,0,-0.1475,0,-0.0665,1
09/09/2010,1.5429,0,-0.2765,0,-0.2257,0,-0.1058,0
10/09/2010,1.5358,1,-0.2233,1,-0.1625,1,-0.0667,1
13/09/2010,1.5429,1,-0.1993,1,-0.0967,1,-0.031,1
14/09/2010,1.5539,1,-0.2184,0,-0.0973,0,-0.024,1
15/09/2010,1.5624,1,-0.1885,1,-0.0864,1,-0.0367,0
16/09/2010,1.5625,1,-0.1466,1,-0.0623,1,-0.0178,1
17/09/2010,1.5632,0,-0.1479,0,-0.0399,1,-0.0102,1
20/09/2010,1.5546,1,-0.1209,1,0.0071,1,0.0494,1
21/09/2010,1.5623,1,-0.1045,1,0.0889,1,0.1463,1
22/09/2010,1.5665,1,-0.1778,0,-0.0548,0,0.0157,0
23/09/2010,1.5684,1,-0.1766,1,-0.0833,0,0.0009,0
24/09/2010,1.5826,1,-0.1483,1,-0.0403,1,0.037,1
27/09/2010,1.5828,0,-0.1568,0,-0.0341,1,0.0498,1
28/09/2010,1.5802,0,-0.177,0,-0.0183,1,0.0687,1
29/09/2010,1.5786,0,-0.198,0,-0.0999,0,0.0063,0
30/09/2010,1.5716,1,0.3308,1,0.4461,1,0.5402,1
01/10/2010,1.5824,1,0.3355,0,0.4635,0,0.5613,0
04/10/2010,1.583,1,0.3264,0,0.4579,0,0.5572,0
05/10/2010,1.589,0,0.3633,1,0.5273,1,0.5928,1
06/10/2010,1.589,0,0.3441,0,0.5087,0,0.5974,1
07/10/2010,1.5878,1,0.3978,1,0.568,1,0.6447,1
08/10/2010,1.596,0,0.3779,0,0.5459,0,0.574,0
12/10/2010,1.5809,1,0.365,0,0.4897,0,0.5171,0
13/10/2010,1.5898,1,0.381,1,0.5251,1,0.557,1
14/10/2010,1.6011,0,0.363,0,0.4616,0,0.4724,0
15/10/2010,1.5992,0,0.4101,1,0.489,1,0.4853,1
18/10/2010,1.5876,0,0.4031,0,0.55,1,0.5555,1
19/10/2010,1.5707,1,0.3871,0,0.5675,1,0.6268,1
20/10/2010,1.5849,0,0.3693,0,0.5081,0,0.6082,0
21/10/2010,1.5704,0,0.3473,0,0.4145,0,0.4918,0
22/10/2010,1.5682,1,0.3894,1,0.4326,1,0.4969,1
25/10/2010,1.5723,1,0.3903,1,0.4,0,0.4617,0
26/10/2010,1.5845,0,0.4297,1,0.4761,1,0.5207,1
27/10/2010,1.5769,1,0.4007,0,0.4796,1,0.5312,1
28/10/2010,1.5946,1,0.4627,1,0.5654,1,0.5924,1
29/10/2010,1.6038,0,0.4413,0,0.5619,0,0.5767,0
01/11/2010,1.6036,1,0.4435,1,0.55,0,0.5231,0
02/11/2010,1.6041,1,0.4455,1,0.5547,1,0.5474,1
03/11/2010,1.6081,1,0.4483,1,0.574,1,0.5268,0
04/11/2010,1.6268,0,0.4194,0,0.6092,1,0.563,1
05/11/2010,1.6182,0,0.3929,0,0.5625,0,0.5466,0
08/11/2010,1.6139,0,0.3942,1,0.57,1,0.5548,1
09/11/2010,1.5985,1,0.3733,0,0.4643,0,0.4762,0
10/11/2010,1.6122,0,0.4421,1,0.645,1,0.6354,1
12/11/2010,1.6114,0,0.6514,1,0.7135,1,0.5169,0
15/11/2010,1.6053,0,0.6472,0,0.6171,0,0.4067,0
16/11/2010,1.5885,1,0.6943,1,0.6834,1,0.552,1
17/11/2010,1.5907,1,0.6862,0,0.6573,0,0.4954,0
18/11/2010,1.6041,0,0.7309,1,0.7364,1,0.605,1
19/11/2010,1.5979,0,0.6813,0,0.6831,0,0.6147,1
22/11/2010,1.5957,0,0.6748,0,0.7233,1,0.6311,1
23/11/2010,1.5775,0,0.6161,0,0.6724,0,0.5891,0
24/11/2010,1.5772,0,0.5745,0,0.5611,0,0.521,0
26/11/2010,1.5592,0,0.6131,1,0.6189,1,0.5807,1
29/11/2010,1.5573,0,0.5921,0,0.619,1,0.6175,1
30/11/2010,1.5562,1,0.0602,0,0.0539,0,0.0282,0
01/12/2010,1.5623,0,0.0595,0,-0.0057,0,-0.0032,0
02/12/2010,1.56,1,0.0775,1,-0.0008,1,0.0125,1
03/12/2010,1.5778,0,0.1527,1,0.0669,1,0.0075,0
06/12/2010,1.5715,1,0.1823,1,0.1485,1,0.0769,1
07/12/2010,1.5759,1,0.1052,0,-0.0136,0,-0.0667,0
08/12/2010,1.5804,0,0.0815,0,-0.0666,0,-0.1253,0
09/12/2010,1.5771,1,0.0543,0,-0.1075,0,-0.1107,1
10/12/2010,1.5802,1,0.0747,1,-0.1716,0,-0.201,0
13/12/2010,1.5862,0,0.1778,1,-0.0102,1,-0.123,1
14/12/2010,1.5775,0,0.1612,0,-0.1389,0,-0.2647,0
15/12/2010,1.5544,1,0.1569,0,-0.1623,0,-0.3118,0
16/12/2010,1.5632,0,0.203,1,-0.0535,1,-0.1914,1
17/12/2010,1.5533,0,0.2018,0,-0.0404,1,-0.1709,1
20/12/2010,1.5513,0,0.1758,0,-0.0859,0,-0.2548,0
21/12/2010,1.547,0,0.1965,1,-0.0489,1,-0.1971,1
22/12/2010,1.5386,1,0.188,0,-0.0868,0,-0.2418,0
23/12/2010,1.5428,1,0.1616,0,-0.1365,0,-0.2902,0
29/12/2010,1.55,0,0.2201,1,-0.0682,1,-0.1779,1
30/12/2010,1.5426,1,0.1323,0,-0.1922,0,-0.2906,0
31/12/2010,1.5612,0,-0.2964,0,-0.611,0,-0.6975,0
04/01/2011,1.5587,0,-0.2731,0,-0.5539,0,-0.6667,0
05/01/2011,1.5515,0,-0.3065,0,-0.6233,0,-0.7144,0
06/01/2011,1.5473,1,-0.2798,1,-0.5542,1,-0.6642,1
07/01/2011,1.5548,1,-0.1911,1,-0.4523,1,-0.6117,1
10/01/2011,1.5573,1,-0.1201,1,-0.359,1,-0.5702,1
11/01/2011,1.5599,1,-0.09,1,-0.3584,1,-0.5856,0
12/01/2011,1.5766,1,-0.0449,1,-0.2958,1,-0.521,1
13/01/2011,1.5838,1,-0.0588,0,-0.2655,1,-0.4912,1
14/01/2011,1.587,1,-0.0305,1,-0.2678,0,-0.5141,0
18/01/2011,1.5963,1,-0.0115,1,-0.2707,0,-0.5073,1
19/01/2011,1.5996,0,-0.0683,0,-0.3168,0,-0.504,1
20/01/2011,1.5897,1,-0.074,0,-0.3747,0,-0.5608,0
21/01/2011,1.6,0,-0.0657,1,-0.3442,1,-0.5092,1
24/01/2011,1.5988,0,-0.114,0,-0.3688,0,-0.5334,0
25/01/2011,1.5817,1,-0.188,0,-0.3998,0,-0.5014,1
26/01/2011,1.5935,0,-0.158,1,-0.3613,1,-0.5226,0
27/01/2011,1.5929,0,-0.1018,1,-0.3302,1,-0.4943,1
28/01/2011,1.586,1,-0.0775,1,-0.2784,1,-0.4714,1
31/01/2011,1.6014,1,1.137,1,0.9203,0,0.6856,0
01/02/2011,1.6142,1,1.1947,1,0.9188,1,0.6676,1
02/02/2011,1.6192,0,1.2404,1,0.9293,1,0.6869,1
03/02/2011,1.6136,0,1.1348,0,0.806,0,0.6302,0
04/02/2011,1.6111,0,1.1736,1,0.7979,0,0.5834,0
07/02/2011,1.611,0,1.1934,1,0.8414,1,0.6031,1
08/02/2011,1.6069,1,1.0802,0,0.6904,0,0.5007,0
09/02/2011,1.6102,0,1.154,1,0.7932,1,0.6255,1
10/02/2011,1.6098,0,1.1216,0,0.7381,0,0.5892,0
11/02/2011,1.6007,1,1.1238,1,0.7594,1,0.6392,1
14/02/2011,1.6039,1,1.0784,0,0.7272,0,0.6186,0
15/02/2011,1.6126,0,1.1274,1,0.7865,1,0.6476,1
16/02/2011,1.6095,1,1.072,0,0.72,0,0.5927,0
17/02/2011,1.6174,1,1.0966,1,0.7587,1,0.5885,0
18/02/2011,1.6253,0,1.1801,1,0.8142,1,0.6251,1
22/02/2011,1.6136,1,1.2098,1,0.859,1,0.6267,1
23/02/2011,1.6211,0,1.1817,0,0.8349,0,0.5842,0
24/02/2011,1.6138,0,1.1186,0,0.7387,0,0.5743,0
25/02/2011,1.6118,1,1.0963,0,0.7215,0,0.6035,1
28/02/2011,1.6257,1,0.5168,1,0.1318,1,-0.0252,0
01/03/2011,1.6267,1,0.5562,1,0.1788,1,0.0299,1
02/03/2011,1.6325,0,0.5027,0,0.0925,0,-0.0317,0
03/03/2011,1.6277,0,0.4852,0,0.0765,0,-0.0404,0
04/03/2011,1.6269,0,0.5133,1,0.1035,1,-0.061,0
07/03/2011,1.6201,0,0.4693,0,0.0681,0,-0.0793,0
08/03/2011,1.616,1,0.4653,0,0.0754,1,-0.0747,1
09/03/2011,1.6203,0,0.5001,1,0.1451,1,-0.0055,1
10/03/2011,1.6061,1,0.518,1,0.2007,1,0.0376,1
11/03/2011,1.6082,1,0.451,0,0.103,0,-0.0555,0
14/03/2011,1.6172,0,0.4382,0,0.1156,1,0.0137,1
15/03/2011,1.6078,0,0.4032,0,0.0926,0,0.024,1
16/03/2011,1.6024,1,0.4255,1,0.1811,1,0.108,1
17/03/2011,1.6136,1,0.4435,1,0.1911,1,0.091,0
18/03/2011,1.6234,1,0.4005,0,0.1119,0,0.0412,0
21/03/2011,1.6311,1,0.3849,0,0.053,0,-0.0022,0
22/03/2011,1.6364,0,0.4486,1,0.1324,1,0.0737,1
23/03/2011,1.6235,0,0.4245,0,0.0927,0,0.0039,0
24/03/2011,1.6122,0,0.3698,0,0.0329,0,-0.0237,0
25/03/2011,1.6042,0,0.3505,0,0.0189,0,-0.0278,0
28/03/2011,1.5992,1,0.3169,0,-0.0123,0,-0.0323,0
29/03/2011,1.6011,1,0.2809,0,-0.029,0,-0.0582,0
30/03/2011,1.6072,0,0.3354,1,0.0348,1,0.0331,1
31/03/2011,1.6028,1,1.2349,0,0.8634,0,0.9187,0
01/04/2011,1.6111,1,1.2814,1,0.9473,1,0.9768,1
04/04/2011,1.6132,1,1.3191,1,0.9982,1,1.0041,1
05/04/2011,1.6296,1,1.3284,1,0.9947,0,0.9875,0
06/04/2011,1.6332,0,1.2693,0,0.9106,0,0.9178,0
07/04/2011,1.6323,1,1.2901,1,0.933,1,0.9069,0
08/04/2011,1.6383,0,1.2969,1,0.9452,1,0.9308,1
11/04/2011,1.6346,0,1.2688,0,0.9191,0,0.9243,0
12/04/2011,1.6258,1,1.2111,0,0.9002,0,0.9086,0
13/04/2011,1.6269,1,1.2331,1,0.9432,1,0.9495,1
14/04/2011,1.6352,0,1.1779,0,0.8615,0,0.8911,0
15/04/2011,1.6328,0,1.2066,1,0.9044,1,0.8921,1
18/04/2011,1.6267,1,1.185,0,0.886,0,0.8817,0
19/04/2011,1.6315,1,1.2043,1,0.8908,1,0.8889,1
20/04/2011,1.6409,1,1.1912,0,0.858,0,0.8683,0
21/04/2011,1.6523,0,1.1637,0,0.8256,0,0.8307,0
26/04/2011,1.6482,1,1.1851,1,0.8848,1,0.878,1
27/04/2011,1.6627,1,1.2442,1,0.9816,1,0.9148,1
28/04/2011,1.6632,0,1.1809,0,0.9023,0,0.8724,0
03/05/2011,1.6487,1,1.1207,0,0.8551,0,0.8737,1
04/05/2011,1.6488,0,1.1316,1,0.8178,0,0.8631,0
05/05/2011,1.6389,0,1.1496,1,0.8791,1,0.9361,1
06/05/2011,1.6367,1,1.1647,1,0.892,1,0.9371,1
09/05/2011,1.6404,0,1.1477,0,0.8813,0,0.9036,0
10/05/2011,1.6366,0,1.135,0,0.8468,0,0.8655,0
11/05/2011,1.6345,0,1.218,1,0.9722,1,0.9777,1
12/05/2011,1.6291,0,1.1641,0,0.8945,0,0.8545,0
13/05/2011,1.6197,0,1.1565,0,0.9097,1,0.8941,1
16/05/2011,1.6192,1,1.1776,1,0.9507,1,0.936,1
17/05/2011,1.6252,0,1.1648,0,0.9553,1,0.9492,1
18/05/2011,1.6168,1,1.1677,1,0.9241,0,0.9059,0
19/05/2011,1.6237,0,1.189,1,0.947,1,0.9201,1
20/05/2011,1.6229,0,1.1666,0,0.9387,0,0.8999,0
23/05/2011,1.6123,1,1.1096,0,0.8953,0,0.8754,0
24/05/2011,1.6181,1,1.1381,1,0.9267,1,0.9261,1
25/05/2011,1.6274,1,1.0946,0,0.9191,0,0.8946,0
26/05/2011,1.6405,1,1.1487,1,0.9556,1,0.9578,1
27/05/2011,1.651,0,1.1416,0,0.9447,0,0.9205,0
31/05/2011,1.6448,0,0.7525,1,0.5648,1,0.5313,1
01/06/2011,1.6334,1,0.7469,1,0.6141,1,0.6102,1
02/06/2011,1.6371,1,0.7124,0,0.5165,0,0.5163,0
03/06/2011,1.6426,0,0.7782,1,0.6039,1,0.6001,1
06/06/2011,1.6357,1,0.7573,0,0.5819,0,0.575,0
07/06/2011,1.6447,0,0.7843,1,0.6292,1,0.6391,1
08/06/2011,1.6404,0,0.7722,0,0.8519,1,0.6493,1
09/06/2011,1.6366,0,0.7426,0,0.7364,0,0.5753,0
10/06/2011,1.6227,1,0.7169,0,0.7095,0,0.5547,0
13/06/2011,1.6377,0,0.7511,1,0.7346,1,0.5692,1
14/06/2011,1.6371,0,0.7092,0,0.6587,0,0.4968,0
15/06/2011,1.6194,0,0.7084,0,0.7289,1,0.5668,1
16/06/2011,1.6158,1,0.6655,0,0.7012,0,0.5526,0
17/06/2011,1.6194,1,0.6951,1,0.7233,1,0.5535,1
20/06/2011,1.6202,1,0.7253,1,0.7375,1,0.565,1
21/06/2011,1.6245,0,0.7295,1,0.7262,0,0.5385,0
22/06/2011,1.6071,0,0.6887,0,0.6756,0,0.5115,0
23/06/2011,1.6006,0,0.6742,0,0.7072,1,0.5414,1
24/06/2011,1.5959,1,0.67,0,0.7729,1,0.5684,1
27/06/2011,1.599,1,0.6391,0,0.7254,0,0.5295,0
28/06/2011,1.6001,1,0.6198,0,0.6887,0,0.5312,1
29/06/2011,1.6062,0,0.6466,1,0.6322,0,0.5142,0
30/06/2011,1.6053,1,0.3704,1,0.3042,0,0.22,1
01/07/2011,1.6074,0,0.3501,0,0.3085,0,0.2037,0
05/07/2011,1.6061,0,0.3845,1,0.3355,1,0.201,0
06/07/2011,1.6004,0,0.3714,0,0.2712,0,0.138,0
07/07/2011,1.5974,1,0.3367,0,0.2461,0,0.1603,1
08/07/2011,1.6059,0,0.3681,1,0.3059,1,0.1662,1
11/07/2011,1.5907,1,0.3629,0,0.3175,1,0.1691,1
12/07/2011,1.5913,1,0.355,0,0.3485,1,0.214,1
13/07/2011,1.6107,1,0.361,1,0.3929,1,0.2376,1
14/07/2011,1.614,0,0.348,0,0.3157,0,0.1536,0
15/07/2011,1.6136,0,0.3471,0,0.3487,1,0.1712,1
18/07/2011,1.6058,1,0.3341,0,0.3131,0,0.0984,0
19/07/2011,1.6123,1,0.328,0,0.3347,1,0.1658,1
20/07/2011,1.6154,1,0.338,1,0.318,0,0.1465,0
21/07/2011,1.6331,0,0.3537,1,0.3263,1,0.1614,1
22/07/2011,1.63,0,0.3208,0,0.3111,0,0.1449,0
25/07/2011,1.6277,1,0.3005,0,0.2433,0,0.0484,0
26/07/2011,1.6405,0,0.3208,1,0.3029,1,0.1181,1
27/07/2011,1.6331,1,0.2391,0,0.1916,0,0.0017,0
28/07/2011,1.6374,1,0.2497,1,0.1536,0,0.0196,1
29/07/2011,1.6426,0,0.2766,1,0.2274,1,0.0629,1
01/08/2011,1.6296,1,0.2489,0,0.2164,0,0.0603,0
02/08/2011,1.6298,1,0.3091,1,0.2825,1,0.1546,1
03/08/2011,1.6427,0,0.2944,0,0.2219,0,0.1198,0
04/08/2011,1.6258,1,0.3483,1,0.3576,1,0.2792,1
05/08/2011,1.6391,0,0.2632,0,0.173,0,0.1285,0
08/08/2011,1.6318,0,0.3211,1,0.2962,1,0.3231,1
09/08/2011,1.6316,0,0.4156,1,0.4542,1,0.4642,1
10/08/2011,1.6134,1,0.3627,0,0.3034,0,0.3759,0
11/08/2011,1.6239,1,0.451,1,0.2884,0,0.2051,0
12/08/2011,1.6278,1,0.4598,1,0.3457,1,0.2782,1
15/08/2011,1.639,1,0.4841,1,0.329,0,0.2297,0
16/08/2011,1.6456,1,0.4734,0,0.4289,1,0.3394,1
17/08/2011,1.6543,0,0.3996,0,0.3402,0,0.2668,0
18/08/2011,1.6516,0,0.3879,0,0.3119,0,0.2506,0
19/08/2011,1.6465,0,0.4057,1,0.3414,1,0.3247,1
22/08/2011,1.6453,1,0.3718,0,0.309,0,0.2792,0
23/08/2011,1.6495,0,0.3709,0,0.3043,0,0.241,0
24/08/2011,1.6374,0,0.3711,1,0.3032,0,0.1766,0
25/08/2011,1.6281,1,0.3648,0,0.3312,1,0.2324,1
26/08/2011,1.6368,0,0.4084,1,0.4291,1,0.3091,1
30/08/2011,1.6299,0,0.3595,0,0.4305,1,0.3263,1
31/08/2011,1.625,0,0.1025,1,0.1625,1,0.0796,1
01/09/2011,1.6179,1,0.083,0,0.1652,0,0.1098,0
02/09/2011,1.6217,0,0.0559,0,0.1246,0,0.1553,1
06/09/2011,1.5942,1,0.0808,1,0.0207,0,0.009,0
07/09/2011,1.5991,0,0.0798,0,0.0309,1,-0.0019,0
08/09/2011,1.5958,0,0.0656,0,0.0555,1,0.0713,1
09/09/2011,1.5883,0,0.0572,0,0.0537,0,0.0417,0
12/09/2011,1.5862,0,0.0243,0,-0.0596,0,-0.0595,0
13/09/2011,1.5779,0,0.0571,1,0.0523,1,0.1204,1
14/09/2011,1.5768,1,0.086,1,0.1112,1,0.1603,1
15/09/2011,1.58,0,0.0549,0,0.0809,0,0.139,0
16/09/2011,1.5791,0,0.0708,1,0.0907,1,0.1361,0
19/09/2011,1.5705,1,0.0858,1,0.123,1,0.1434,1
20/09/2011,1.5737,0,0.0737,0,0.1201,0,0.1495,1
21/09/2011,1.55,0,0.0404,0,0.1492,1,0.2554,1
22/09/2011,1.5343,1,0.0322,0,0.1937,1,0.298,1
23/09/2011,1.5449,1,0.0156,0,0.1499,0,0.2316,0
26/09/2011,1.5565,1,0.0353,1,0.1815,1,0.2298,0
27/09/2011,1.5634,0,0.029,0,0.2026,1,0.2679,1
28/09/2011,1.5575,1,0.0475,1,0.2202,1,0.2743,1
29/09/2011,1.5628,0,0.0218,0,0.1132,0,0.2338,0
30/09/2011,1.5584,0,-0.064,1,0.0142,1,0.1146,0
03/10/2011,1.5432,1,-0.0564,0,0.0651,0,0.191,0
04/10/2011,1.5488,0,-0.0663,0,-0.035,0,0.0273,0
05/10/2011,1.546,0,-0.0714,0,-0.0153,1,0.0683,1
06/10/2011,1.5445,1,-0.0455,1,-0.0516,0,0.0068,0
07/10/2011,1.5562,1,-0.0642,0,-0.1099,0,-0.0064,0
11/10/2011,1.5577,1,-0.0674,0,-0.1017,1,0.0374,1
12/10/2011,1.5752,1,-0.0586,1,-0.0837,1,0.0319,0
13/10/2011,1.5766,1,-0.0718,0,-0.1242,0,-0.0244,0
14/10/2011,1.582,0,-0.0444,1,-0.0595,1,-0.0407,0
17/10/2011,1.5744,0,-0.0656,0,-0.0491,1,-0.025,1
18/10/2011,1.5713,1,-0.0808,0,-0.1001,0,-0.1423,0
19/10/2011,1.5774,1,-0.071,1,-0.0612,1,-0.0903,1
20/10/2011,1.5791,1,-0.0812,0,-0.1068,0,-0.1348,0
21/10/2011,1.5953,1,-0.0908,0,-0.0648,1,-0.0882,1
24/10/2011,1.5998,1,-0.0892,1,-0.0683,0,-0.0766,1
25/10/2011,1.6001,0,-0.0648,1,0.0037,1,0.0021,1
26/10/2011,1.5975,1,-0.1073,0,-0.1006,0,-0.1341,0
27/10/2011,1.6099,1,-0.1138,0,-0.1698,0,-0.1754,0
28/10/2011,1.613,0,-0.1382,0,-0.1425,1,-0.1097,1
31/10/2011,1.6087,0,-0.0092,1,0.0011,1,0.0237,1
01/11/2011,1.5949,0,-0.0112,1,-0.0438,1,-0.0779,0
02/11/2011,1.5949,1,0.0226,1,0.0342,1,0.0026,1
03/11/2011,1.6041,0,0.0138,0,0.0173,0,0.0046,1
04/11/2011,1.6033,1,0.0146,1,0.0123,0,-0.0247,0
07/11/2011,1.6057,1,-0.0172,0,-0.0531,0,-0.0731,0
08/11/2011,1.6089,0,-0.0181,0,-0.0803,0,-0.1099,0
09/11/2011,1.5917,1,-0.0102,1,-0.0555,1,-0.0845,1
10/11/2011,1.5935,0,0.015,1,-0.0574,0,-0.1274,0
14/11/2011,1.591,0,-0.036,0,-0.1261,0,-0.1756,0
15/11/2011,1.5822,0,-0.041,0,-0.1451,0,-0.1941,0
16/11/2011,1.5732,1,-0.053,0,-0.118,1,-0.144,1
17/11/2011,1.5755,1,-0.0621,0,-0.0351,1,-0.0312,1
18/11/2011,1.5806,0,-0.0952,0,-0.1002,0,-0.0574,0
21/11/2011,1.5642,0,-0.0721,1,-0.1113,0,-0.052,1
22/11/2011,1.5634,0,-0.0768,0,-0.1044,1,-0.043,1
23/11/2011,1.5525,0,-0.0808,0,-0.1162,0,-0.0405,1
25/11/2011,1.5439,1,-0.1185,0,-0.1101,1,0.0265,1
28/11/2011,1.551,1,-0.1419,0,-0.1657,0,-0.0019,0
29/11/2011,1.5597,1,-0.1309,1,-0.1753,0,-0.0583,0
30/11/2011,1.5704,0,-0.0939,1,-0.136,1,-0.056,1
01/12/2011,1.569,0,-0.1789,1,-0.2439,1,-0.1233,1
02/12/2011,1.5597,1,-0.174,1,-0.2055,1,-0.0431,1
05/12/2011,1.5648,0,-0.1599,1,-0.2251,0,0.0034,1
06/12/2011,1.56,1,-0.176,0,-0.3222,0,-0.1401,0
07/12/2011,1.571,0,-0.1532,1,-0.2905,1,-0.0946,1
08/12/2011,1.5629,1,-0.1683,0,-0.142,1,-0.1514,0
09/12/2011,1.5671,0,-0.1291,1,-0.1151,1,-0.2011,0
12/12/2011,1.5584,0,-0.1601,0,-0.1115,1,-0.2101,0
13/12/2011,1.5479,0,-0.159,1,-0.0768,1,-0.1391,1
14/12/2011,1.5466,1,-0.196,0,-0.0782,0,-0.1097,1
15/12/2011,1.5514,1,-0.174,1,-0.0344,1,-0.1059,1
16/12/2011,1.5545,0,-0.2108,0,-0.0442,0,-0.1044,1
19/12/2011,1.5499,1,-0.2119,0,-0.0338,1,-0.0466,1
20/12/2011,1.5663,1,-0.1839,1,-0.0136,1,-0.1283,0
21/12/2011,1.5676,1,-0.1936,0,-0.0687,0,-0.1948,0
22/12/2011,1.5679,0,-0.2376,0,-0.1091,0,-0.1986,0
23/12/2011,1.5588,0,-0.2414,0,-0.1763,0,-0.2864,0
28/12/2011,1.5459,0,-0.2497,0,-0.1337,1,-0.2052,1
29/12/2011,1.5416,1,-0.2657,0,-0.1478,0,-0.2358,0
30/12/2011,1.5543,1,-0.2121,1,-0.0808,1,-0.1992,1
03/01/2012,1.5649,0,-0.192,1,-0.0792,1,-0.2144,0
04/01/2012,1.562,0,-0.1572,1,-0.0742,1,-0.2231,0
05/01/2012,1.5495,0,-0.1463,1,-0.0924,0,-0.2426,0
06/01/2012,1.5426,1,-0.1539,0,-0.1081,0,-0.2408,1
09/01/2012,1.5458,1,-0.1582,0,-0.1164,0,-0.2528,0
10/01/2012,1.5484,0,-0.1094,1,-0.0655,1,-0.1913,1
11/01/2012,1.5329,1,-0.1406,0,-0.0897,0,-0.1987,0
12/01/2012,1.5333,0,-0.1317,1,-0.1005,0,-0.1998,0
13/01/2012,1.5318,1,-0.1403,0,-0.1046,0,-0.1946,1
17/01/2012,1.5335,1,-0.1164,1,-0.0821,1,-0.1936,1
18/01/2012,1.5438,1,-0.0985,1,-0.078,1,-0.2353,0
19/01/2012,1.5488,1,-0.1578,0,-0.1162,0,-0.225,1
20/01/2012,1.5576,0,-0.1323,1,-0.1143,1,-0.2106,1
23/01/2012,1.5567,1,-0.1074,1,-0.0618,1,-0.1881,1
24/01/2012,1.5626,1,-0.0895,1,-0.0491,1,-0.181,1
25/01/2012,1.5658,1,-0.1006,0,0.0306,1,-0.1376,1
26/01/2012,1.569,1,-0.1328,0,-0.0223,0,-0.1433,0
27/01/2012,1.5729,0,-0.1278,1,-0.02,1,-0.123,1
30/01/2012,1.571,1,-0.1518,0,-0.0463,0,-0.1549,0
31/01/2012,1.576,1,1.0423,0,1.1765,1,1.0729,1
01/02/2012,1.5834,0,1.0765,1,1.2162,1,1.1255,1
02/02/2012,1.5806,1,1.0575,0,1.2535,1,1.1708,1
03/02/2012,1.5815,1,1.0878,1,1.2523,0,1.1556,0
